code_cbna	libelle	AGEFLOW_MAX	AGEFLOW_MIN	C_Plant	CLONRATE	CNRATIO	DNA	ELLAER_INDK	ELLCONT	ELLCONT_INDK	ELLHUMUS_INDK	ELLLITE	ELLLITE_INDK	ELLMOIST	ELLMOIST_INDK	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLPH	ELLREAC_INDK	ELLSALT	ELLTEMP	ELLTEMP_INDK	FECUNDITY	GERMRATE	L_ANGLE	L_AREA	L_DRYM	L_FRESHM	L_THICK	LATSPR	LCCp	LD13C	LD15N	LDMC	Leaf_T_Strength	LKC	LNC	LPC	MAX_AGE	MOW_TOLERANCE_INDK	N_Plant	NBCHROM	Palatability	PL_H_flora_MIN	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	ROOT_DEPTH_INDK	SEED_LONGEVITY_INDK	SEEDH	SEEDL	SEEDM	SEEDW	SLA	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK_VAR	ELLCONT_INDK_VAR	ELLHUMUS_INDK_VAR	ELLLITE_INDK_VAR	ELLMOIST_INDK_VAR	ELLNIT_INDK_VAR	ELLREAC_INDK_VAR	ELLSALT_INDK	ELLTEMP_INDK_VAR	ENDEM	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_FORM	L_LONG	LHIST	LIFESPAN	LPERST_INDK	MAN_INFLUENCE_INDK	MEDIC_POISON_FX_INDK	MOW	MYCORR	NATURAL	NUTR	PLOIDY	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOTMET	ROSET	SEEDPROD	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY	CODE_CBNA
10106	Polygonum viviparum L.	5	3		10			2		3	2	7	4		3	2		2		3			1.5	900		60	1.78	0.0116		0.22	3	469.1139179995	-26.35	-2.27	247.395389			26.6	1.77	26	2			3	10	18	9	35	1		1.45	2.6	1.6795	1.425	14.65144972			=	Rooting stems_Transportable diaspores			vegetative dispersule		Unassisted dispersal	boleochory_endochory	4	scattered or in small groups	mountain plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	large variation (II)		small variation (I)		June	August	Achene			forbs	idiochorophytes or indigenes	spike of tri-flower cymes	spike				Hemicryptophyte		partly wintergreen	close to nature (strictly urbanophobous)				Indigenous	Chlorophyllian		autogamous_entomogamous		hermaphroditic and normal sexual_unisexual and dioecious	Polycarpic		Erosulate plant		thick rhizome	crs	no	bulbils	Herbaceous	10106
10107	Reynoutria japonica Houtt.				3.5			1		2	2	7	3		3.5	3		4		3			4				143.57	0.776847476							262						3				150	150	150	250	4			3.5		2	18.4			<	Transportable diaspores	Stem-derived rhizomes				Unassisted dispersal	anthropochory_meteorochory	3	in large aeras, dominating	weeds and ruderal plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)		small variation (I)		July	September	Achene				"invasive neophytes (""agressive"")"	spike of tri-flower cymes	spike				Geophyte_Hemicryptophyte		decidous	indifferent (urbanoneutral)	edible			Exogenous	Chlorophyllian				polysexual and dioecious			Erosulate plant		thick rhizome	ccc	no	below-ground runners	Herbaceous	10107
10109	Reynoutria sachalinensis (Friedrich Schmidt Petrop.) N							1		2	2	7	3		3	3		4		4			4.5				512								162						3				150	300	300	250	4				0.5635					<						Unassisted dispersal	anthropochory_meteorochory	3	in larger groups	weeds and ruderal plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)		large variation (II)		August	October	Achene				"invasive neophytes (""agressive"")"	spike of tri-flower cymes	spike				Geophyte_Hemicryptophyte		decidous	indifferent (urbanoneutral)	edible			Exogenous	Chlorophyllian				polysexual and dioecious					thick rhizome	ccc		below-ground runners	Herbaceous	10109
10110	Reynoutria x-bohemica Chrtek & Chrtkova							1		2	2		3		4	3		4		3			4.5																		3								4									<							meteorochory		in large aeras, dominating		small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)		small variation (I)		July	October					young, invasive species (neophytes)	spike of tri-flower cymes	spike				Geophyte		decidous	indifferent (urbanoneutral)	edible								polysexual and dioecious					thick rhizome	ccc		below-ground runners		10110
10113	Rumex acetosa L.	5	3				2.5	2		3	2	8	4	5	3	2	6	4	5	3			3.5	2500			24.655	0.1148882913							102					2	3		7	3	50		65	95	3.5	4	1.2	1.9	0.8417	1.4	26.975		intermediate forage value	=	Rooting stems		best forage value	generative dispersule_germinule_one-seeded generative dispersule		Unassisted dispersal	endochory_meteorochory	7	in larger groups	fertilized meadow plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		large variation (II)		May	August	Achene	Immediate germination	sensitive to moderately tolerant		idiochorophytes or indigenes	glomerule	solitary	mesomorphic	simple	persistent green	Hemicryptophyte	pluriennial	wintergreen	indifferent (urbanoneutral)	edible_medicinal_poisonous for individual animal species	moderately tolerant to well tolerant		Indigenous	Chlorophyllian	diploid	entomogamous	anemogamous_entomogamous	unisexual and dioecious	Polycarpic		Hemirosette plant		thick rhizome	crs	no	basal lateral shoots	Herbaceous	10113
10119	Rumex acetosella L. subsp. acetosella	5	2		6		2.55	3	3	3	2	8	4	4	3	2	2	3	2	2		5	3	6000			2.02	0.006194666667							117					4	2		14	3	15		17.5	25	2.5	4	0.9	1.315	0.43	0.965	24.8		no or little forage value	=		Roots with generative buds_Stem-derived rhizomes		generative dispersule_one-seeded generative dispersule		Unassisted dispersal	dysochory_endochory	7	in larger groups	weeds and ruderal plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	large variation (II)	large variation (II)	large variation (II)		large variation (II)		May	August	Achene	Dry storage	sensitive to moderately tolerant		idiochorophytes or indigenes	glomerule	solitary	mesomorphic_scleromorphic	long-leaf	persistent green	Chamaephyte_Hemicryptophyte	pluriennial	partly wintergreen	indifferent (urbanoneutral)	edible_poisonous for individual animal species			Indigenous	Chlorophyllian	diploid_hexaploid_tetraploid			unisexual and dioecious	Polycarpic	Root shoot	Hemirosette plant		root swelling	crs	no_yes	root shoots	Herbaceous	10119
10126	Rumex aquaticus L.							1		4	3		3		4.5	3		4		4			3.5																																										hydrochory_meteorochory		scattered or in small groups	wetland plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		July	August					idiochorophytes or indigenes						Hemicryptophyte		decidous	moderately close to nature (moderately urbanophobous)	edible							anemogamous	hermaphroditic and normal sexual					thick rhizome	ccs		basal lateral shoots		10126
10130	Rumex arifolius All.	5	3					1		3	2	5	3		3.5	2		4		3			2	1000			8.885	0.024985	0.17251			436.02268219			0.144791709033995			38.8639628885		2	4		7	3	50	79	69.5	90							33.94183173			=						Wind dispersal	endochory_meteorochory	7	in larger groups	mountain plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		June	August	Achene				idiochorophytes or indigenes	glomerule	solitary	mesomorphic_succulent	simple	summer green	Hemicryptophyte	pluriennial	decidous	moderatly hemerobic (moderately urbanophilous)	edible_medicinal_poisonous for individual animal species			Indigenous	Chlorophyllian	diploid		anemogamous	unisexual and dioecious		Primary storage root	Hemirosette plant		thick rhizome	crs		basal lateral shoots	Herbaceous	10130
10133	Rumex bucephalophorus							2		3	2		4		1.5	1		1		2			5																																			=							epichory_meteorochory		scattered		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt dependant	small variation (I)		April	June					neophytes						Therophyte		decidous	moderatly hemerobic (moderately urbanophilous)									hermaphroditic and normal sexual					no special organ to store energy	rrr		no vegetative dispersal parts		10133
10145	Rumex conglomeratus Murray							1	3	3	2	8	4	7.5	4	3	7.5	4	7	4	0	6	4				41.9	0.1902946116							179					3			10		50	55	60	70		2	0.94	1.55	1.0485	1.04	22			=				generative dispersule_one-seeded generative dispersule	homogamous	Unassisted dispersal	endochory_meteorochory	2	scattered or in small groups	wetland plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		July	September	Achene	Immediate germination			idiochorophytes or indigenes	glomerule	solitary	hygromorphic_mesomorphic	long-leaf	persistent green	Hemicryptophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian	diploid		autogamous	hermaphroditic and normal sexual	Monocarpic_Polycarpic	Primary storage root	Hemirosette plant		root swelling	crs		basal lateral shoots	Herbaceous	10145
10147	Rumex crispus L.		2		1		6.6	1	3	3	2	7	4	7	3.5	3	5.5	4		3		5	3.5				62.9	0.2396959134							105					2	2		20		60		75	105	4	4	1.49	2.51	1.4	1.58	21.8		no or little forage value	=	Rooting stems	Roots with generative buds	no or little forage value	generative dispersule_one-seeded generative dispersule	homogamous_protandrous	Wind dispersal	dysochory_meteorochory	6	scattered or in small groups	weeds and ruderal plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	large variation (II)		July	August	Achene	Dry storage			presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	glomerule	solitary	mesomorphic	long-leaf	persistent green	Hemicryptophyte	pluriennial	wintergreen	moderatly hemerobic (moderately urbanophilous)	edible_medicinal_poisonous for individual animal species	moderately tolerant to well tolerant	Arbuscular AM	Indigenous	Chlorophyllian	hexaploid			hermaphroditic and normal sexual	Polycarpic	Primary storage root	Hemirosette plant		root swelling	crr	yes	basal lateral shoots	Herbaceous	10147
10154	Rumex cristatus DC.							2		2	2	7	4		2.5	1		4		3			5																						80		100	150										>						Wind dispersal	epichory_meteorochory	3	scattered or in small groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		June	August	Achene				neophytes						Hemicryptophyte		decidous	moderatly hemerobic (moderately urbanophilous)	edible			Exogenous	Chlorophyllian				hermaphroditic and normal sexual					root swelling	crs		no vegetative dispersal parts	Herbaceous	10154
10159	Rumex hydrolapathum Hudson							1		2	2	7	3	7.5	4.5	3	7	4	7	4	0	6	4.5				384.635	1.832121259							151.005					5			10		100	135	132.5	160			2.925	5.025	3.28	3.085	18.785			>				one-seeded generative dispersule		Unassisted dispersal	hydrochory_meteorochory	3	scattered or in small groups	wetland plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		July	August	Achene				idiochorophytes or indigenes	glomerule	solitary	helomorphic	long-leaf	summer green	Helophyte_Hemicryptophyte	pluriennial	decidous	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian	20-ploid			hermaphroditic and normal sexual		Primary storage root	Hemirosette plant		root swelling	ccs		basal lateral shoots	Herbaceous	10159
10160	Rumex intermedius DC.							2		3	2	8	4		2	2		3		4			5																		3				40		50	60										=						Wind dispersal	endochory_meteorochory	3	scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July	Achene				idiochorophytes or indigenes	glomerule	solitary				Hemicryptophyte		partly wintergreen	moderately close to nature (moderately urbanophobous)	edible_poisonous for individual animal species			Indigenous	Chlorophyllian				unisexual and dioecious					thick rhizome	crs		basal lateral shoots	Herbaceous	10160
10164	Rumex longifolius DC.							1		4	1		3		3	3		4		3			2.5																		2																	<							hydrochory_meteorochory		in larger groups	pioneer plants of low elevation	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		July	August					neophytes						Hemicryptophyte		wintergreen	moderately close to nature (moderately urbanophobous)	edible							anemogamous	hermaphroditic and normal sexual					root swelling	ccr		basal lateral shoots		10164
10165	Rumex maritimus L.		1					1	4	4	2	8	4	8	4	3	5.5	4	7.5	4	0	2	4				57.44	0.21554662385							136.4								10		30	35	50	70	1.5	3	0.6	1.4	0.2105	0.725	32.07			>		Roots with generative buds		multi-seeded generative dispersule	homogamous	Unassisted dispersal	epichory_hydrochory	6	scattered or in small groups	weeds and ruderal plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		July	August	Achene				idiochorophytes or indigenes	glomerule	solitary	helomorphic	long-leaf	summer green	Therophyte	annual	decidous	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian	tetraploid			hermaphroditic and normal sexual			Erosulate plant		root swelling	rss	yes	no vegetative dispersal parts	Herbaceous	10165
10166	Rumex nebroides Campd.							2		4	2	8	4		2	1		2		4			2.5																		3				40		50	60										=						Wind dispersal	endochory_meteorochory	3	scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July	Achene				idiochorophytes or indigenes						Hemicryptophyte		partly wintergreen	moderately close to nature (moderately urbanophobous)	edible_poisonous for individual animal species			Indigenous	Chlorophyllian				unisexual and dioecious					thick rhizome	crs		basal lateral shoots	Herbaceous	10166
10169	Rumex obtusifolius L.	5	1		1		2.3	1	3	2	2	7	4	6	3	2	9	5	8	3	0	7	3.5				389.27	1.57918433							150					7	4		15		50	85	69	100	4	4	1.295	2.645	1.275	1.455	29.3		no or little forage value	<	Rooting stems	Roots with generative buds	no or little forage value	generative dispersule_one-seeded generative dispersule	protandrous_protogynous	Exozoochory	endochory_meteorochory	7	in larger stands	fertilized meadow plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	salt tolerant	small variation (I)		June	August	Achene				idiochorophytes or indigenes	glomerule	solitary	hygromorphic_mesomorphic	simple	persistent green	Hemicryptophyte	pluriennial	wintergreen	indifferent (urbanoneutral)	edible_medicinal_poisonous for individual animal species			Indigenous	Chlorophyllian	tetraploid			hermaphroditic and normal sexual		Primary storage root	Hemirosette plant		root swelling	ccr	no_yes	root shoots	Herbaceous	10169
10175	Rumex palustris Sm.							1		2	2		4		4	3		4		4			4.5																																			=							epichory_hydrochory		scattered or in small groups	wetland plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		July	September					idiochorophytes or indigenes						Hemicryptophyte_Therophyte		decidous	moderately close to nature (moderately urbanophobous)									hermaphroditic and normal sexual					root swelling	rss		no vegetative dispersal parts		10175
